,subject,sentence
23906, הוא ,"הוא היה מחלוצי תנועת הפופ ארט האמריקאית
"
23907, הוא ,"הוא יוצא לקראת גלית עם מקל קלע וחמש אבנים
"
23908, אני ,"הואיל ואני כותב עבודת תזה על מרד בר כוכבא
"
23909, חברות ,"החברות פעלו בתחומי הסעד חברה ותרבות
"
23910, חנות ,"החנות מוכרת ספרי קומיקס ועוד כל מיני דברים
"
23911, היא ,"היא הוסיפה לשם משפחתה את שמו של בעלה ריצ'י
"
23912, היא ,"היא נחשבת לאחת הנבחרות החלשות באירופה
"
23913, היא ,"היא נקבעת לפעמים על ידי מוסכמות חברתיות
"
23914, היא ,"היא נשארה עם משפחתו של סין בהודו קרוב לשנה
"
23915, ערכים ,"היו כבר ערכים על להיט לרגע שנמחקו מכאן
"
23916, זה ,"הייתי צריך להזיז תמונות כדי שזה יראה בסדר
"
23917, הימצאות ,"הימצאות פריט ברשימה אינה הודאה בידע בתחום
"
23918, כלל  חסימה ,"הכלל הוא פשוט אזהרה ורק לאחר מכן חסימה
"
23919, הם ,"הם אהבו גם לכתוב אופרות על נושאים ספרותיים
"
23920, הם ,"הם החליטו לעשות את הסדר בביתו של דוד גוטמן
"
23921, מאמר ,"המאמר מופיע ב "" בר אילן "" קובץ של האוניברסיטה
"
23922, מומחה ,"המומחה כפי שאתה יודע לוויקיפדיה דרכים משלה
"
23923, מונח ,"המונח "" פילוסופיה "" כלל אז בעיקר את מדעי הטבע
"
23924, מחוז ,"המחוז גדול פי 1 5 ממדינות רוד איילנד
"
23925, מטרה ,"המטרה היא לא לחסוך למפעילים חשיבה מיותרת
"
23926, עיצוב  אתה ,"העיצוב שבו אתה משתמש כרגע הוא מיושן מאוד
"
23927, עיר ,"העיר החדשה נבנתה לאחר גילוי נפט באזור
"
23928, ערך ,"הערך החשוב לי ביותר כרגע הוא "" אדולף היטלר ""
"
23929, ערך  הכיל ,"הערך הכיל שגיאה קלה גילגמש מחק ללא נימוק
"
23930, ערך ,"הערך נמחק בסיבוב הראשון בניגוד לנהלים
"
23931, ערך ,"הערך נמחק לאלתר ללא בירור וללא הצדקה
"
23932, ערכים ,"הערכים האלה מאוד חשובים אבל גדולים עלי
"
23933, פרויקט  הוא  הוא ,"הפרויקט כמו שהוא פעולה של אדם אחד הוא מבורך
"
23934, צורה  כנסת ,"הצורה בה הכנסת את הקישור מבחינת ויקי תקינה
"
23935, שאלה  גרסה ,"השאלה היא תמיד איזו גרסה חדרה לשפה העברית
"
23936, שבט ,"השבט של השחקן גדל להיות עיר שיש לדאוג לה
"
23937, שיר ,"השיר חודש בישראל על ידי להקת "" שפתיים ""
"
23938, ו  תרגום ,"התנהגות ודרך חיים אין תרגום עברי מקובל
"
23942, הוא ,"והוא בא לבאר ולהוסיף על דברי השולחן ערוך
"
23945, מהפכני ,"ומלבד זה איזה עשור לא היה מהפכני במיוחד
"
23946, זאת  אני ,"זאת כי אני מדברת עם שמונה אנשים במסנג'ר
"
23947, זה  לשוניות ,"זה בטח קורה לך כשאת פותחת לשוניות חדשות
"
23948, זה ,"זה לא חוקי אלא אם יש לך אישור מבעלי האתר
"
23949, זה ,"זה מפריע למפעילים שצריכים לבדוק את ההיסטוריה
"
23950, זהו  אלבום  ג ונס ,"זהו האלבום הראשון בו כתבה ג'ונס את כל השירים
"
23951, זהו ,"זהו הנוהג המקובל במקרים של חילוקי דעות
"
23952, זו  ו  רבות ,"זו הייתה חברת הנוער הראשונה ואחריה באו רבות
"
23953, זו  ו ,"זו עדיין תוכנית טלוויזיה ולא משחק כדורגל
"
23954, חלוקה ,"חלוקה מדינית של אזור הסכסוך ערב המלחמה
"
23955, חלקן  סבירות  הן ,"חלקן סבירות לחלוטין אבל ישנן בעייתיות
"
23956, חסרה ,"חסרה במקרה איזו מלחמה שיש בויקי האנגלית
"
23959, מחלוקת ,"יש לי מחלוקת מבחינת התוכן בערך יהונתן
"
23960, המון ,"יש לנו המון ויקיפדים שמבינים בתחומים רבים
"
23961, לנו  משתמשים  אני ,"יש לנו כאן משתמשים חרדים שאני לא מודע אליה
"
23962, תעתיק ,"יש לשם הזה איזה תעתיק מקובל בשפה אחרת
"
23963, מספר ,"ישנם שם אותו מספר ערכים רק מורחבים יותר
"
23964, יתרה ,"יתרה מכך ביוון העתיקה היו דרגות צבאיות
"
23965, הצעה ,"כאן אומרים שההצעה עברה ברוב של שלושה לאחד
"
23966, אדם  הוא ,"כאשר העיד שאדם הרג בשוגג והוא חייב גלות
"
23967, מרקס ,"כבר במהלך התיכון היה מרקס תלמיד מצטיין
"
23968, כח ,"כח נמדד ביחידות של מטר מסה שניה בריבוע
"
23969, שכונת ,"כיום יושבת בשטח הכפר שכונת יד אליעזר
"
23970, כך ,"כך מופיע במילון למונח אלגברה של משה ירדן
"
23973, יום  ויקיפדיה ,"כל יום לומדים משהו חדש בשביל זה יש ויקיפדיה
"
23974, תאריך  הסכמה ,"כל תאריך שאין עליו הסכמה יש למחוק אותו כליל
"
23975, שם ,"כללי ויקיפדיה הם ששם הערך יכתב ביחיד
"
23976, זוכרים  אלו ,"כמה זוכרים שהיו אלו הבחירות לכנסת התשיעית
"
23978, הוא ,"כמו כן הוא פרסם עקרונות רבים של לוחמת שריון
"
23981, לבחור ,"כמובן שעדיף אולי לבחור שם יותר טוב לערך
"
23983, אני ,"כנראה משום שאני עוד חדש יחסית בויקיפדיה
"
23984, אנחנו ,"כנראה שאנחנו לא חזקים בסוג כזה של ערכים
"
23985, מקום ,"כנראה שמקום כזה נחנך לראשונה באיסטנבול
"
23986, מאמרים ,"כפי שאתם רואים מאמרים אלה לא גדולים במיוחד
"
23989, כתבת  חשיבות ,"כתבת בערך הנ""ל שאין לו חשיבות כערך עצמי
"
23990, מה  מידת ,"לא ברור לי מה מידת חשיבותו של האיש קשורה לנושא
"
23991, מדינות ,"לא היו מדינות נוספות שקיבלו חוקים במישור הזה
"
23992, זו  דרך  היא ,"לא זו הדרך להלחם בו שכן היא נותנת לו פרסום
"
23993, דיון ,"לא חבל לפתוח עוד דיון פוליטי מיותר לגמרי
"
23994, אתה ,"לא יודע למה חשבתי שאתה פחות מארבעה ימים
"
23996, ספרים  מבנה ,"לא כל הספרים נכתבו על פי מבנה השולחן ערוך
"
23997, טענה ,"לא נוסחה כאן כל טענה בדבר משנתו של ליברמן
"
23999, נראה  הוא ,"לא נראה שהוא למד דבר בפעם הקודמת שנחסם
"
24003, לבוש ,"לבוש עיר שושן על ארבעה טורים חלק חושן משפט
"
24006, ערך ,"לדעתי הערך חשוב ברשות עצמו ואין לאחד
"
24007, זה ,"לדעתי זה מיותר כי יש מעט מאוד דיוני איחוד
"
24008, טעות ,"לדעתי יש טעות יסודית בהגדרת הערך "" חום ""
"
24011, להוציא ,"להוציא הודעה לעיתונות שהפעם לא הוצאה משום מה
"
24014, חסימתו ,"לכן חסימתו של מיכאלי ע""י אורי אינה תקינה
"
24019, חרדה ,"לעניין האחרון יש את הערך הפרעות חרדה
"
24020, לפחות ,"לפחות של הבכירים נתניהו פרס אולמרט וכו'
"
24023, שוני  ו ,"לפי התמונה יש שוני ואזור התפוצה לא תואם כלל
"
24024, כוונה ,"לפי כך אין כיום שום כוונה לחפור קברים נוספים
"
24027, עובדת ,"לרשות חברי המרכז עומדת עובדת סוציאלית
"
24028, מים ,"מאז ששמתי את התבניות חלפו מים בירדן
"
24029, זה ,"מבחינה משפטית אין זה שקול בעברית לכתוב ככה
"
24030, ערך ,"מבחינתי הערך גמור ואף הסרתי את התבנית
"
24034, מדובר ,"מדובר במקור נוסף זמין ולא טוב וחשוב יותר
"
24039, אני ,"מותר שימוש מסחרי לכן אני לא רואה את הבעיה
"
24040, מחלוקות ,"מחלוקות צניעות יכולה להיות שנויה במחלוקת
"
24041, מטאל  אני  חושב  זה ,"מטאל אני עדיין חושב שזה מיותר אבל שיהיה
"
24042, מטרת ,"מטרת המשחק העיקרית היא השתלטות על שטחים
"
24043, מי  פרק ,"מי שיראה פרק אחד ישר יבין את כל העלילה
"
24044, מילון ,"מילון ספיר הבעת התנגדות להחלטה או לפעולה
"
24046, מישהו ,"מישהו עוד יפתח את הערך לקות ראיה באותו אופן
"
24047, מקצוע ,"מכיוון שכך מקצוע זה מזוהה עם מגדר הנשים
"
24048, חשק ,"ממש אין לי חשק להיכנס שוב לכל הסיפור הזה
"
24050, רבנים ,"מן הסתם יש רבנים חשובים נוספים שלמדו שם
"
24052, מספר ,"מספר היהודים כיום זניח מבחינה סטטיסטית
"
24053, אך  רובם ,"מעטים מהם היו חמושים אך רובם לא נשאו נשק
"
24054, מפלגת ,"מפלגת העבודה פנתה להנהיג את האופוזיציה
"
24056, אחרים ,"מקווה שאחרים יוכלו להיכנס גם כן ולשפר
"
24057, מרכז ,"מרכז פיתוח של החברה ממשיך לפעול בישראל
"
24058, אחד ,"נא לא לשכוח שכל אחד יכול לשנות את הערך
"
24061, חשיבות ,"נראה לי שיש חשיבות בערך כזה לטובת הקוראים
"
24062, מה ,"נראה מה יש לעוד אנשים יותר מומחים ממני לומר
"
24063, רוב ,"סה""כ רוב ההסבר יהיה על מהי שיטת הבחירות
"
24064, סיכום  בעיה ,"סיכום בנק ישראל היה שהבעיה היא האינפלציה
"
24065, ע ע ,"ע""ע למשל אינתיפאדת אל אקצה בתרבות
"
24066, משיח  אני ,"עד שיבוא המשיח אני שם תבנית לערך מורחב
"
24067, עדויות ,"עדויות הלוחמים לא נחשבים למקורות ראשוניים
"
24068, חשיבות ,"עדיף לכתוב רק דברים שיש להם באמת חשיבות
"
24069, למחוק ,"עדיף למחוק מאשר להשאיר רשימה לא מעודכנת
"
24070, עובדה ,"עובדה זו הפכה את העמק לשטח חקלאי מרכזי
"
24071, נציב ,"עוד נקבע כי בראש בתי הסוהר יעמוד נציב בריטי
"
24072, עידוד ,"עידוד דיון על ידי התבנית הוא דבר חשוב לכך
"
24075, פונדה ,"על משחקה בסרט זה זכתה פונדה בפרס האוסקר
"
24077, המשך ,"עם זאת חייב המשך קריאת התורה במקור העברי
"
24078, ערך ,"ערך זה עוסק במנזר במחוז קנט שבאנגליה
"
24079, ערך ,"ערך זה עוסק ברבי ישמעאל חברו של רבי עקיבא
"
24080, פרדי ,"פרדי נגד ג'ייסון הסרט לא קרב אלמוני בבאר
"
24081, רשת ,"פתחת את הערך רשת פירושונים שהיה מיותר
"
24082, צורתה ,"צורתה של פינלנד מזכירה אדם בעל זרוע אחת
"
24084, עמוס  שיחה ,"קצת עמוס בזמן האחרון קרני שיחה זה הזמן ל
"
24085, קראוס ,"קראוס שיחק פוטבול באוניברסיטת איווה בה למד
"
24086, אני ,"קראתי את הדף אני לא חושב שיש לשנות משהו
"
24089, ראי ,"ראי גם בקשה עומדת בדף בוט שינוי הקטגוריות
"
24091, ראשי ,"ראשי בשמים על שולחן ערוך יורה דעה עד סימן קי
"
24092, כתביו  חלקם ,"רוב כתביו לא פורסמו ורק חלקם שרדו מאז מותו
"
24093, קרבות ,"רק במדינת וירג'יניה נערכו קרבות רבים יותר
"
24094, מעטים ,"רק מעטים הופיעו לסיבוב חוזר בפרקים אחרים
"
24095, מפעיל ,"רק מפעיל מערכת יכול למחוק תמונות וערכים
"
24096, שדה ,"שדה זה מעורר פעילות חשמלית באזורי מוח שונים
"
24097, שיטות ,"שיטות אלו הן בלתי חוקיות ברוב מדינות העולם
"
24098, גר  רבי ,"שם היה גר רבי אליעזר בן יצחק איש כפר דרום
"
24099, שם  אני  חושב ,"שם הערך אני חושב שעדיף חיל האוויר היווני
"
24100, שנית ,"שנית ישראל חתומה על אמנת ז'נבה הרביעית
"
24101, רוב ,"תבין שרוב האנשים בויקיפדיה לא חושבים כמוך
"
24102, תוכל  זמן ,"תוכל גם לעבור על לוקסמבורג עיר אם יש לך זמן
"
24104, ו  שני ,"תחילה קרל החמישי ואחר כך בנו פליפה השני
"
24105, תחנת ,"תחנת רדיו חוקית ישראלית לא זכאית לערך
"
24111, ערך ,"3 הערך לא דומה לאתר אלא בעל טון ויקיפדי
"
24113, ויקיפדים ,"אבל בשביל זה יש ויקיפדים לתקן את הטעויות
"
24114, שאלה  האם ,"אבל השאלה היא האם יש מספיק דברים משותפים
"
24115, דרכים ,"אבל יש דרכים שונות להביע את אותה הדעה לא כן
"
24119, בני ,"אגב אנו בני הטבע משתייכים לכל אומות העולם
"
24120, משפחות ,"אגב די בטוח שיש כמה משפחות עם עוני אמיתי
"
24121, אדמות ,"אדמות האנגלים באירלנד נקראו "" ארץ השלום ""
"
24122, דרך ,"או כל דרך אחרת לבדוק פופולריות של ערכים
"
24123, אודה ,"אודה לך אם תפנה את תשומת לבי היכן כתבת זאת
"
24126, כולם  כן ,"אולי כולם יתחילו להבין שאנשים כן נפגעים
"
24129, גולדשטיין ,"איך לדעתך שינה גולדשטיין את מהלך ההיסטוריה
"
24130, פסיקה  דעות ,"אין פסיקה של בית משפט ויש דעות לכאן ולכאן
"
24131, קשר ,"אין קשר בין ההגדרה של התנגדות לבין חוק אוהם
"
24132, בטוח  זו ,"איני בטוח בדיוק אבל זו המסורת המשפחתית
"
24133, שתי  הוא ,"איני יודע מי כתב שתי הופעות אבל ברור שהוא טעה
"
24135, היא ,"אכן פתחתי קטגוריה כזו אך משום מה היא נמחקה
"
24137, אלדד ,"אלדד כהן הוא פסיכולוג סופר ומחזאי ישראלי
"
24138, אתה  צנוע ,"אם אתה צנוע אפשר לכתוב תרגם אלמוני או פלוני
"
24140, זה  תרגיש ,"אם זה ממש לא מתאים לדעתך תרגיש חופשי להסיר
"
24142, מידע ,"אם יש מידע מסווג יש למחוק אותו לא לשים תבנית
"
24143, בעיה ,"אם כך מה הבעיה באותה נשימה להכניס גם את זה
"
24144, ערך  ים ,"אם לדעתך הערך גרוע שים עליו תבנית שכתוב
"
24145, מפעילים ,"אם מפעילים מחליטים לדון גם על נושאי מדיניות
"
24146, אנא  בבקשה ,"אנא שים בבקשה את תבנית הקורס על הערך שלו
"
24147, אנו ,"אנו עכשיו בתהליך בדיקת מקורות של כל הידעת
"
24148, אנחנו ,"אנחנו לא מוסיפים מאמרים שלמים לוויקיפדיה
"
24149, אני ,"אני אנסה לשלוח להם אימייל בקרוב בכל מקרה
"
24150, אני ,"אני בקושי זוכרת איך קוראים לי בימים האחרונים
"
24151, אני ,"אני חושב שכדאי האם יש למנות אלבומי הופעה
"
24152, אני ,"אני לא בטוח שהבנתי את המשפט שכתבת דיבה
"
24153, אני  ערך ,"אני לא מבין למה למה שכתוב פה צריך ערך נפרד
"
24154, אני  ערך ,"אני מעלה ארגז חול משום שערך רגיל היה נמחק
"
24155, אני  זו ,"אני מתכוון לארכב פיסקה זו בעוד מספר דקות
"
24156, דרישה ,"אף דרישה לא חלה עלי בדיוק כמו עם המועדון הזה
"
24157, זוג ,"אף פעם לא מזיק שעוד זוג עיניים עובר על הקטע
"
24158, תקופה  סרטים ,"אפילו באותה תקופה לא עוררו הסרטים תגובות קשות
"
24161, אתה ,"אתה חושב שיש למחוק לגמרי את ההפניה הזו
"
24162, אתה  בית ,"אתה יודע איזה הסטוריה יש לתחנת בית שמש
"
24163, אתה ,"אתה כנראה לא יורד לסוף דעתי או מפספס משהו
"
24164, אתה  זה ,"אתה תוקף את התיאוריה שלו וזה בסדר מבחינתי
"
24165, אלבום ,"אתמול הוכרע ברוב גדול כי אלבום אינו תנאי לערך
"
24167, סימוכין ,"ב מניין הקביעה שלא יכולים להיות להם סימוכין
"
24169, או ,"ב ת' משתמשים בעיקר או כמעט רק למילים עבריות
"
24170, עת ,"באותה עת נחשבו מספרים כאלה לבלתי קיימים
"
24171, תקופה ,"באותה תקופה גם פגשה את בעלה לעתיד אבנר שילה
"
24172, שלג ,"באזורים הגבוהים כמעט ואין שלג עד נובמבר
"
24173, ערכים ,"באנציקלופדיה כותבים ערכים על דברים חשובים
"
24175, למידה ,"בהתחלה זה תמיד קשה אבל הלמידה היא מאוד פשוטה
"
24176, השפעה ,"בטווח הארוך ההשפעה על היצע העבודה היא אפס
"
24177, ביוגרפיה ,"ביוגרפיה וודי אלן נולד בברוקלין שבניו יורק
"
24179, עבודה ,"בינתיים עוד יש לי עבודה עם מנחם נחום פרידמן
"
24180, טיילור ,"בכך היה טיילור לנשיא השני שמת בעודו מכהן
"
24181, הוא ,"בכך נותר לקורא להעריך זאת האם הוא גייס כספים
"
24183, זה ,"בכלל לדעתי זה משפט פוליטי לגמרי בלי קשר
"
24185, ונטורה  אני ,"בנוסף ונטורה כותב שקרים שאני פוגע בערכים
"
24186, אתה  אתה ,"בנוסף כשאתה כותב "" דל יחסית "" למה אתה מתכוון
"
24187, בני ,"בני משפחה נוספים של האחים שפע פעילים ברשת
"
24188, בניין ,"בניין מעניין נוסף מהתקופה הוא בית מלך גזר
"
24190, שימוש ,"בעברית נעשה שימוש לעתים קרובות במושג "" רוק כבד ""
"
24191, ורד ,"בעניין הדוגמה של וורד אינני מסכים עם גילגמש
"
24192, פועל ,"בעניין הפועל לא חייבים פועל נפרד לכל דבר
"
24193, אסד ,"בעקבות ההפיכה מונה אסד למפקד חיל האוויר
"
24194, רשות ,"בערך של לואיס יובל ביקש וקיבל רשות מפורשת
"
24195, ברוקולי ,"ברוקולי הוא מאכל בעל תועלת רבה לבריאות הלב
"
24196, שחקנים ,"ברשימה מופיעים שחקנים נוספים שהופיעו בסרט
"
24197, ג ון ,"ג'ון הולמס היה אדם מפורסם שעשו סרט על חייו
"
24198, גאוגרפיה ,"גאוגרפיה מפת כווית כווית נמצאת במזרח התיכון
"
24199, השפעתו ,"גדולה לפעמים השפעתו על פקידי הממשלה סביבו
"
24200, עבודה  הכל ,"גם אם העבודה לא הושלמה מבחינתך יש שם הכל
"
24202, זו ,"גם במקרה של משה פיינשטיין זו תהיה כנראה טעות
"
24203, קישור ,"גם הקישור שהוספת לפסקה הראשונה נראה לי שגוי
"
24204, ספר ,"גם ספר זה הפך לסרט בכיכובו של הריסון פורד
"
24205, דה ,"דה לוקה זוכר שכונת עוני זו ומתאר אותה בספריו
"
24206, דוגמאות ,"דוגמאות יכולות להוסיף פלפל לערך משעמם
"
24208, דף ,"דף משתמש לא שונה מהבחינה הזאת מכל דף אחר
"
24209, אגודה ,"האגודה פרסמה דו""ח על זכויות העובדים בישראל
"
24210, אני ,"האם אני יכול פשוט למחוק את תת הכותרת הזו
"
24212, אתה ,"האם אתה יכול למצוא את השמות העבריים להם
"
24213, האם ,"האם היה איזה דיון בנושא העקרוני הזה בעבר
"
24214, רב  אתה ,"האם הרב הגר לאו חבר שלך שאתה קורא לו ככה
"
24215, האם ,"האם יש למחוק את הערך עד למציאת הספרות
"
24216, רדיוס ,"האם רדיוס זה נתון בסיסי שיש לנו עבור כל גוף
"
24217, האם ,"האם שמעת על הפולמוס סביב הפרשנות החדשה
"
24218, ארכיון ,"הארכיון נעול כך שאם ברצונך להגיב תגיב פה
"
24219, דגל ,"הדגל הינו נס בריטי כחול מושחת בסמל המדינה
"
24220, הבדל ,"ההבדל בין שמאל רדיקלי לשמאל קיצוני הוא מהותי
"
24221, הוא  הוא ,"הוא אמר שהוא כתב את זה סבבה מבחינתו זה מספיק
"
24222, הוא  מה  מפעיל ,"הוא נמחק אבל מה קורה אם המפעיל מחליט לא למחוק
"
24224, היא ,"היא הסכימה תמורת שכר של שני דולרים לשעת עבודה
"
24226, היי ,"היי ראה בבקשה את דף המשתמש של חיים בכר
"
24227, היסטוריה ,"היסטוריה ספרי לימוד נכתבו כבר ביוון העתיקה
"
24228, היסטוריה ,"היסטוריה פרטי עלילה "" ספוילרים "" לא יופיעו בהמשך
"
24230, כוונה ,"הכוונה לבעלי תואר ד""ר מכל תחום עיסוק שהוא
"
24232, הכל ,"הכל מ יטופל ואגב קראתי את הערך הגרמני
"
24233, כלל ,"הכלל הזה תקף רק כשיש שתי דעות שוות משקל
"
24234, ערכי ,"הלוואי שכל ערכי הפילוסופיה היו נראים כאן כך
"
24235, מועדון ,"המועדון אף שימש השראה למספר רב של סרטים
"
24237, מחיקה ,"המחיקה מהווה צעד ראשון לפני כתיבה מחודשת
"
24238, מטרה ,"המטרה היא שיתוף חופשי של סכום כל הידע האנושי
"
24239, מספר ,"המספר הנוכחי של חברי המכון איננו ידוע
"
24241, ספר  רובו  סיבה ,"הספר רובו לא על פרידמן ואין סיבה לשים אותו כאן
"
24242, ו  יקיפדיה ,"הערה אחרונה ויקיפדיה היא אנציקלופדיה לא מילון
"
24243, הערות ,"הערות שוליים ילקוט שמעוני שמואל א' רמז עז
"
24244, ערך  הוא ,"הערך גרמנים הוא ערך חובה בכל אנציקלופדיה
"
24245, ערך ,"הערך דורש עבודה רבה ופיתוח נושאי המשנה
"
24246, ערך ,"הערך הורחב ועדיין לא רואים בערך שום חשיבות
"
24247, ערך ,"הערך החשוב "" משפטי נירנברג "" נראה לי שווה זאת
"
24248, ערכים  זו ,"הערכים מסומנים כ "" כחולים "" אבל זו טעות אופטית
"
24249, פארק ,"הפארק מתבסס על תמה של אולפני סרטים פעילים
"
24250, פירוט ,"הפירוט שם הוא על האירוע עצמו כלומר על המשחק
"
24251, פלוגה ,"הפלוגה השנייה של הגדוד נתקלה אף היא באש עזה
"
24253, הר ,"הר סדום הוא מאגר המלח הגדול ביותר בעולם
"
24254, הרב ,"הרב יעקב חיים סופר מחבר הספר "" כף החיים ""
"
24255, זו  משמעותו  זו ,"הרי זו כל משמעותו של הערך וזו רק חשיבותו
"
24256, הרצוג  ילדים ,"הרצוג היה נשוי שלוש פעמים ויש לו שלושה ילדים
"
24258, שאלה  מה  הם ,"השאלה היא מה אם הערכים החדשים שהם פותחים
"
24260, שם ,"השם המקובל בעברית היה "" פטרבורג "" בלי סן סט
"
24261, שניים ,"השניים הופכים לזוג בעונה האחרונה של הסדרה
"
24262, התנגדות  כול  היא ,"התנגדות להכנסת כולן היא לא זלזול בעבודתו
"
24263, זה  זה ,"ואיך זה מסתדר עם העובדה שבפועל זה שוק חופשי
"
24264, היא ,"ואם תשים לב בשיחת הערך היא ציינה את העובדה
"
24265, כריסטופר ,"ויש אומרים שגם כריסטופר קולומבוס נמנה עמם
"
24266, הוא ,"וכאשר הוא מאבד חום הטמפרטורה שלו יורדת
"
24267, מקום ,"וכנראה שהמקום הכי טוב הוא וויקיפדיה האנגלית
"
24268, טנקים ,"ולכן אפילו טנקים היו מונעים במנועי בנזין
"
24269, ו ,"ועדיין לא הבנתי מילה וחצי מילה מהערך הזה
"
24270, ש  נשים ,"ועוד שאין הנשים עושות ברית אלא הזכרים בלבד
"
24271, זה  או ,"זה אומר שכל אדם או גוף יוכלו להשתמש בתמונה
"
24272, זהו ,"זהו שינוי פנימי מעגל החיים של השפה העברית
"
24273, זוהי  היא ,"זוהי מדידה פחות מדויקת אך היא בכל זאת עובדת
"
24274, שמות ,"חבל לבזבז לאנשים שמות משתמש לגיטימיים
"
24275, ו ,"חכמת ישראל והתפתחות התנועות המודרניות
"
24276, טיפ ,"טיפ השתמש בכלי למטה לאיתור הקואורדינטות
"
24278, ילדיו ,"ילדיו הרב צמח גרין הותיר אחריו שלושה ילדים
"
24279, הפנייה ,"יש הפנייה לערך מורחב ובזה הסוגיה נסגרה
"
24280, כפילויות ,"יש כפילויות ערכים מופיעים ביותר מרשימה אחת
"
24281, יש  ויקיפדים ,"יש לזכור שכל הויקיפדים כותבים פה בהתנדבות
"
24283, פרויקט  איש ,"יש לכאורה פרויקט כזה אבל איש אינו מקדם אותו
"
24284, שגיאות ,"יש עוד שגיאות בספר גם בעברית וגם באנגלית
"
24285, ישראל ,"ישראל מפלה בין אזרחיה הערבים והיהודים
"
24286, תשובה  זה ,"כאן יש תשובה לשאלה האם זה נועד לעזור למישהו
"
24287, אדמות  שכנים ,"כאשר מת אדמות אלה נלקחו על ידי השכנים
"
24288, שם  ערך ,"כוונתי שהשם יופיע רק אם הערך "" אורך "" חסר
"
24289, אנשים ,"כי אנשים כאלה הם תמיד בתחילה אנטי ויקיפדיה
"
24291, שיעורים ,"כיום מעביר שיעורים בביתו וכותב פירוש על התורה
"
24292, חברה ,"כיום מפעילה החברה שני מתקני זיקוק מעין אלו
"
24293, שוכן ,"כיום שוכן על אדמות הכפר הקיבוץ כפר מנחם
"
24294, ויקיפדיה ,"כך או אחרת ויקיפדיה היא לא המקום לעסוק בכך
"
24295, יהודים ,"כך סתם מקום שהיהודים מכנים אותו הר הבית
"
24296, דיון ,"כך עשינו כולנו וכך נעשה גם בכל דיון עתידי
"
24298, סתירה ,"כך שוב יש סתירה שאינה הגיונית לאדם כזה גדול
"
24299, אתה ,"ככל שאתה יורד בתוך העץ המידע מפורט יותר
"
24301, זאת ,"כל זאת כל עוד לא נחשפו בהתנהגות שאינה ראויה
"
24302, תבניות ,"כל תבניות הידעת אמורות להיות מוגנות חלקית
"
24303, שני ,"כלומר מדוע כאן יש להוסיף יו""ד ובמקרה השני לא
"
24305, כמות ,"כמות הנוסעים היומית בקו היא כ 1 4 מיליון
"
24306, הופעתה ,"כן זכורה הופעתה בפרק מן הסדרה "" זירת הפשע ""
"
24307, עופר ,"כן עופר קדם עשית מיתוג אישי בעזרת הויקיפדיה
"
24309, כתבתי  כתבה  ו  הוא ,"כתבתי עוד משפט מאותה כתבה והוא נמחק לגמרי
"
24310, יסודות ,"לא בכל להקת פאוור יש יסודות של מוזיקה קלאסית
"
24312, שנים  ויליאם ,"לא עברו שנים וויליאם התמנה להיות מלך בריטניה
"
24313, דברים ,"לא רק זאת חלק מהדברים לא מתקבלים על הדעת
"
24314, אתר ,"לאור זאת האתר לא מפרסם תכנים לעיתים קרובות
"
24316, התלבטות ,"לגבי הקישור לאתרי אמת היתה לי התלבטות
"
24317, זוהי ,"לדעת הבמאי ספילברג זוהי יצירת המופת שלו
"
24318, טעם ,"לדעתי גם אין טעם להגדיר מהו טלסקופ זבל
"
24319, זה ,"לדעתי זה יכול לתרום מאוד לפרוייקט ויקימדיה
"
24323, הוא  פתרון ,"לכן "" וושינגטון עיר "" הוא הפתרון הכי מתאים בעיני
"
24324, הפניה ,"לכן אם איני טועה ההפניה שיצרת אינה מתאימה
"
24326, דף ,"למעשה הדף המיוחד הוא דף משנה של בליזובסקי
"
24327, קובץ ,"למשל קובץ תוכנה הינו קובץ המכיל מידע בינארי
"
24328, שימוש ,"למשל שלא יעשה בה שימוש יותר משבוע שבועיים
"
24330, תדירות ,"לעתים תדירות נערכות בה גם הפגנות פוליטיות
"
24331, מושג ,"לפי המשפט העברי ישנו מושג של גניבת דברים
"
24332, הוא ,"לפי ויקי האנגלית השם בערבית הוא בכלל אל פתח
"
24333, שלד ,"לפיכך נותר השלד מכוסה במשך כשלוש שנים
"
24334, היא  אך ,"לפעמים היא בעלת תכונות רבות אך הן מאותו הסוג
"
24335, מחיקת ,"לשם מחיקת הערך דרושה כעת הצבעת מחיקה
"
24336, מ ,"מ' הלוי לא ציין את תחילתה של ההגהה לדעתו
"
24338, תקופת ,"מאז תקופת הבנייה הים נסוג בכמה קילומטרים
"
24339, דבר ,"מאידך סייע דבר זה לשימור אופיו במאות הבאות
"
24340, הבדל ,"מבחינת הכתיב המלא אין הבדל משמעותי בכתיבה
"
24342, מגילת ,"מגילת אנטיוכוס מתורגם לעברית באתר דעת
"
24343, ויכוחים ,"מדובר בנושא פוליטי שיש עליו ויכוחים עד היום
"
24344, מדיניות  היא ,"מדיניות המס של שרדר לא הייתה אף היא פופולרית
"
24345, מדריך ,"מדריך כרטא לטיול בין פרחים הוצאת כרטא תשס""ז
"
24346, אתם ,"מה אתם אומרים על הניסוח בלי הכתוב בסוגריים
"
24347, ערך  הוא ,"מה גם שערך עמוס בהגדרות הוא מבלבל למדי
"
24348, מה ,"מה שכתבתי כאן אינו שקרי בעליל תוכל לוודא זאת
"
