,subject,sentence
41232,Mother ,Mother prepared us lunch.
41233,Murder ,Murder is a wicked crime.
41234,Music ,Music is a gift from God.
41235,Music ,Music is important to me.
41236,aim ,My aim is to be a doctor.
41237,aunt ,My aunt gave me a camera.
41238,aunt ,My aunt gave me an album.
41239,brother ,My brother became a cook.
41240,brother ,My brother became a cook.
41241,brother ,My brother is a freshman.
41243,cat ,My cat and dog get along.
41244,cat ,My cat killed a squirrel.
41245,conscience ,My conscience bothers me.
41246,day ,My day ends at 5 o'clock.
41247,fate ,My fate is in your hands.
41248,father ,My father builds bridges.
41249,father ,My father has many books.
41250,father ,My father is a proud man.
41251,father ,My father is always busy.
41252,father ,My father is in his room.
41253,father ,My father used to travel.
41254,father ,My father won't allow it.
41255,color ,My favorite color is red.
41256,color ,My favorite color is red.
41257,friend ,My friend studies Korean.
41258,friend ,My friend studies Korean.
41259,girlfriend ,My girlfriend is Chinese.
41260,girlfriend ,My girlfriend was crying.
41261,hobby ,My hobby is playing golf.
41262,house ,My house is old and ugly.
41263,husband ,My husband is a good man.
41264,brother ,My kid brother is twelve.
41265,life ,My life is falling apart.
41266,mom ,My mom is overprotective.
41267,mother ,My mother is sick in bed.
41268,job ,My new job starts Monday.
41269,opinion ,My opinion is irrelevant.
41270,parents ,My parents are both dead.
41271,parents ,My parents know about it.
41272,parents ,My parents live in Kyoto.
41273,parrot ,My parrot died yesterday.
41274,name ,My robot's name is Multi.
41275,shoelaces ,My shoelaces came undone.
41276,sister ,My sister irons my pants.
41277,sister ,My sister jogs every day.
41278,sister ,My sister started crying.
41279,son ,My son is taller than me.
41280,son ,My son is way too skinny.
41281,swimsuit ,My swimsuit is too tight.
41282,temperature ,My temperature is normal.
41283,uncle ,My uncle died a year ago.
41284,uncle ,My uncle gave me his car.
41285,machine ,My washing machine broke.
41286,machine ,My washing machine broke.
41287,machine ,My washing machine broke.
41289,watch ,My watch is very precise.
41290,watch ,My watch keeps good time.
41291,wife ,My wife looked surprised.
41292,wife ,My wife looked surprised.
41293,wife I ,My wife thinks I'm crazy.
41294,wish ,My wish is to please you.
41296,Neither ,Neither of these is mine.
41297,Neither ,Neither of these is mine.
41298,this ,Never be this late again.
41300,she ,Never mind what she said.
41301,Monday ,Next Monday is a holiday.
41302,year ,Next year will be better.
41303,harm ,No harm will come to you.
41304,harm ,No harm will come to you.
41305,one ,No one achieved anything.
41306,one ,No one can do it but you.
41307,one ,No one can figure it out.
41308,one ,No one has ever seen God.
41309,one Tom ,No one knows Tom is here.
41310,one ,No one knows what to say.
41311,one ,No one says that anymore.
41312,one ,No one wants to go there.
41313,one ,No one will believe them.
41314,one ,No one will hold us back.
41315,sound ,No sound was to be heard.
41316,That ,"No, no! That's not right."
41317,Nobody ,Nobody answered the door.
41318,Nobody ,Nobody asked me anything.
41319,Nobody ,Nobody came to my rescue.
41320,Nobody ,Nobody came to the party.
41321,Nobody ,Nobody does that anymore.
41322,Nobody ,Nobody is doing anything.
41323,Nobody ,Nobody knows what to say.
41324,Nobody ,Nobody tried to help Tom.
41325,Nobody him ,Nobody wants him to come.
41326,Nobody ,Nobody wants to help Tom.
41327,Nobody ,Nobody wants to help you.
41328,Nobody ,Nobody will believe that.
41329,None ,None of them know French.
41330,None ,None of us speaks French.
41331,blondes ,Not all blondes are dumb.
41332,everyone ,Not everyone is like you.
41333,everyone ,Not everyone is like you.
41334,Nothing ,Nothing special happened.
41335,Nothing ,Nothing will distract us.
41336,I ,Now I feel sorry for her.
41337,'s ,Now let's begin the game.
41338,go ,"Now, go have a good time."
41339,go ,"Now, go have a good time."
41340,I ,Of course I remember you.
41341,people ,Old people wake up early.
41342,people ,Old people wake up early.
41343,One ,One can always find time.
41344,One ,One of the dogs is alive.
41345,One ,One should do one's best.
41346,thing ,One thing led to another.
41347,house ,Our house is up for sale.
41348,parents ,Our parents are so proud.
41350,sales ,Our sales are decreasing.
41351,teacher ,Our teacher seemed angry.
41352,Owls ,Owls are active at night.
41353,Owls ,Owls can see in the dark.
41359,Peace ,Peace is better than war.
41360,People ,People want to feel safe.
41361,Persistence ,Persistence will pay off.
41362,Plants ,Plants die without water.
41397,you ,Please tell me you're OK.
41413,Prague ,Prague is very beautiful.
41414,Prices ,Prices continued to rise.
41415,Priests ,Priests don't have wives.
41416,Priests ,Priests don't have wives.
41425,Raisins ,Raisins are dried grapes.
41428,what ,Read what's on the label.
41429,I ,Remember that I love you.
41430,I ,Remember what I told you.
41431,you ,Remember why you're here.
41432,Republicans ,Republicans were furious.
41433,Roosevelt ,Roosevelt was a war hero.
41434,Samsung ,Samsung is a big company.
41435,you ,Say what you want to say.
41436,Science ,Science is very exciting.
41439,Sharks ,Sharks are good swimmers.
41440,She ,She allegedly killed him.
41441,She ,She always gets up early.
41442,She ,She always gets up early.
41443,She ,She began to gain weight.
41444,She ,She bought a Chinese fan.
41445,She ,She bowed to me politely.
41446,She ,She burned her left hand.
41447,She ,She came here once again.
41448,She ,She came out of the room.
41449,She ,She can't ride a bicycle.
41450,She ,She carried a silk purse.
41451,She ,She carried out the plan.
41452,She ,She caught me by the arm.
41453,She ,She decided to marry Tom.
41454,She ,She decided to marry him.
41455,She ,She did not say anything.
41456,She ,She did not say anything.
41457,She ,She didn't read the book.
41458,She ,She disliked her husband.
41459,She ,She doesn't need to work.
41460,She ,She dyed her hair blonde.
41461,She ,She fell down the stairs.
41462,She me ,She found me a good seat.
41463,She ,She gave a cat some milk.
41464,She ,She gave him a big smile.
41465,She ,She glanced shyly at him.
41466,She ,She goes to night school.
41467,She ,She goes to night school.
41468,She ,She goes to night school.
41469,She ,She got him into trouble.
41470,She ,She grew up in Australia.
41471,She ,She had a pleasant dream.
41472,She ,She had a pleasant dream.
41473,She shoes ,She had her shoes shined.
41474,She ,She handed him the money.
41475,She ,She has a bad reputation.
41476,She ,She has a sense of humor.
41477,She ,She has no sense of duty.
41478,She ,She hit upon a good idea.
41479,She ,She hit upon a good idea.
41480,She ,She insisted on us going.
41481,She ,She invited me to dinner.
41482,She ,She is a beautiful woman.
41483,She ,She is a child after all.
41484,She ,She is a college student.
41485,She ,She is a pleasant person.
41486,She ,She is a pleasant person.
41487,She ,She is a wonderful woman.
41488,She ,She is all skin and bone.
41489,She ,She is an appalling cook.
41490,She ,She is an appalling cook.
41491,She ,She is an obstinate girl.
41492,She ,She is an obstinate girl.
41493,She ,She is at work right now.
41494,She ,She is brushing her hair.
41495,She ,She is drawing a picture.
41496,She ,She is drawing a picture.
41497,She ,She is everything to him.
41498,She ,She is everything to him.
41499,She ,She is expecting a child.
41500,She ,She is having coffee now.
41501,She ,She is having dinner now.
41502,She ,She is not a good person.
41503,She ,She is not a good person.
41504,She ,She is not afraid to die.
41505,She ,She is not honest at all.
41506,She ,She is one of my friends.
41507,She ,She is proud of her sons.
41508,She ,She is very fond of dogs.
41509,She ,She isn't much of a poet.
41510,She ,She isn't much of a poet.
41511,She ,She knows what to do now.
41512,She ,She left here in a hurry.
41513,She ,She left here right away.
41514,She ,She left the baby crying.
41515,She ,She left the window open.
41516,She ,"She likes chocolate, too."
41517,She ,She lives far from there.
41518,She ,She lives in the country.
41519,She ,She lives in the country.
41520,She ,She lives in the village.
41521,She ,She lives quite close by.
41522,She ,She looked me in the eye.
41523,She ,She looked up at the sky.
41524,She ,She looks at least sixty.
41525,She ,She looks like a teacher.
41526,She ,"She loves chocolate, too."
41527,She ,She loves her son dearly.
41528,She me ,She made me a nice dress.
41529,She me ,She made me a nice dress.
41530,She ,She made the doll for me.
41531,She ,She majored in economics.
41532,She ,She manages a shoe store.
41533,She ,She married a bank clerk.
41534,She ,She married a bank clerk.
41535,She ,She means nothing to him.
41536,She ,She met him on the beach.
41537,She ,She met him on the beach.
41538,She ,She met him this morning.
41539,She ,She met him this morning.
41540,She ,She never discusses that.
41541,She ,She ordered him to do it.
41542,She ,She painted the wall red.
41543,She ,She panhandles for money.
41544,She ,She prefers beer to wine.
41545,She ,She pushed the door shut.
41546,She ,She read one poem to him.
41547,She ,She read one poem to him.
41548,She ,She refused his proposal.
41549,She ,She refused his proposal.
41550,She ,She rejected my proposal.
41551,She ,She returned from a trip.
41552,She ,She sang better than him.
41553,She ,She sang better than him.
41554,She ,She sang the song softly.
41555,She ,She screamed with terror.
41556,She ,She sent this book to me.
41557,She ,She set out for Thailand.
41558,She ,She shook hands with him.
41559,She ,She should eat breakfast.
41560,She ,She slowly moved forward.
41561,She ,She speaks ten languages.
41562,She ,She stood among the boys.
41563,She ,She suddenly fell silent.
41564,She ,She sued him for damages.
41565,She she ,She talked as she walked.
41566,She she ,She talked as she walked.
41567,She ,She thinks highly of him.
41568,She she ,She told me she loved me.
41569,She she ,She told me she loved me.
41570,She ,She took a trip to Paris.
41571,She ,She took him to the lake.
41572,She ,She tried on a new dress.
41573,She ,She turned away in anger.
41574,She ,She turned down my offer.
41575,She ,She turned down my offer.
41576,She ,She turned her eyes away.
41577,She ,She turned off the radio.
41578,She ,She unbuttoned her shirt.
41579,She ,She used to be a teacher.
41580,She ,She wanted to flatter me.
41581,She ,She wanted to understand.
41582,She me ,She wants me to help her.
41583,She ,She was a charming woman.
41584,She ,She was a charming woman.
41587,She ,She was eager to go home.
41588,She ,She was eager to go home.
41589,She ,She was eager to go home.
41590,She ,She was fluent in French.
41591,She ,She was painfully skinny.
41593,She ,She was very rude to him.
41594,She ,She wasn't polite to him.
41595,She ,She waved goodbye to him.
41596,She ,She went down the stairs.
41597,She ,She went out of the room.
41598,She ,She went there yesterday.
41599,She ,She will be back at five.
41600,She ,She will be back at five.
41601,She ,She will be here tonight.
41602,She ,She will be there by now.
41603,She ,She will become a doctor.
41604,She ,She will fail eventually.
41605,She ,She wiped away her tears.
41606,She ,She won't give up easily.
41607,She ,She writes me every week.
41608,She ,She wrote a lot of poems.
41609,She ,She'll do it in 24 hours.
41610,She ,She's Tom's older sister.
41611,She ,She's busy with her work.
41612,She ,She's fixing the machine.
41613,She ,She's not as old as Mary.
41614,She ,She's such a lovely girl!
41615,She ,She's tall and beautiful.
41616,She ,She's teaching us French.
41617,She ,She's unbelievably naive.
41618,She ,She's wearing a nice hat.
41619,She ,She's wearing high heels.
41620,She ,She's wearing sunglasses.
41621,I ,Should I call the police?
41622,we ,Should we get up earlier?
41625,me ,Shut up and let me think.
41626,summers ,Sicily's summers are hot.
41628,museums ,Sixty new museums opened.
41629,noise ,So much noise rattles me.
41630,you ,So what are you implying?
41631,dogs ,Some dogs are very smart.
41632,Some ,Some of my friends smoke.
41633,people ,Some people felt trapped.
41634,topics ,Some topics are timeless.
41635,Somebody ,Somebody has to go first.
41636,Somebody ,Somebody opened the door.
41637,Someone ,Someone broke the window.
41638,Someone ,Someone entered the room.
41639,Someone ,Someone pushed me inside.
41640,Someone ,Someone tried to kill me.
41641,Someone ,Someone will do that job.
41642,Something ,Something has to be done.
41643,I ,Sorry. I beg your pardon?
41644,It ,Sorry. It's all my fault.
41645,Africa ,South Africa is far away.
41646,Spain ,Spain controlled Florida.
41648,Spring ,Spring is late this year.
41649,Spring ,Spring will be here soon.
41654,you ,Study as hard as you can.
41657,Supplies ,Supplies were no problem.
41658,Suzhou ,Suzhou is very beautiful.
41659,Suzhou ,Suzhou is very beautiful.
41661,you ,Take as long as you need.
41662,Tears ,Tears fell from his eyes.
41663,Tears ,Tears ran down my cheeks.
41664,it ,Telephone me if it rains.
41665,I ,Tell Tom I won't do that.
41666,I ,Tell her that I am tired.
41667,I ,Tell her that I love her.
41669,years ,Ten years is a long time.
41670,Tensions ,Tensions were increasing.
41671,Terrorists ,Terrorists blew up a bus.
41678,That ,That amuses me very much.
41679,That ,"That applies to Tom, too."
41680,bag ,That bag looks expensive.
41681,bicycle ,That bicycle isn't Tom's.
41683,boy ,That boy is a chatterbox.
41684,castle ,That castle is beautiful.
41685,cloth ,That cloth is very rough.
41686,club ,That club is way too big.
41687,coin ,That coin is counterfeit.
41688,That ,That displeased everyone.
41689,That ,That doesn't concern you.
41690,That ,That doesn't interest me.
41691,That ,That doesn't ring a bell.
41692,That ,That doesn't work at all.
41693,That ,That explains everything.
41694,farm ,That farm belongs to Tom.
41695,That ,That gives me a headache!
41696,guy ,That guy drives me crazy.
41697,guy ,That guy is totally nuts!
41698,guy ,That guy is totally nuts!
41699,house ,That house belongs to me.
41700,house ,That house belongs to me.
41701,house ,That house is very small.
41702,That ,That intrigued everybody.
41703,That ,That is a very good idea.
41704,That he ,That is why he got angry.
41705,That ,That isn't Tom's bicycle.
41706,That ,That isn't Tom's problem.
41707,That what ,That isn't what happened.
41708,That me ,That makes me very happy.
41709,That ,That makes no difference.
41710,man ,That man stole my wallet.
41711,man ,That man stole my wallet.
41712,perfume ,That perfume smells good.
41713,That ,That took thirty minutes.
41714,That ,That upset all our plans.
41715,That ,That was a dumb question.
41716,That ,That was a good decision.
41717,That ,That was a terrible joke.
41718,That ,That was all Greek to me.
41720,That ,That was hard to believe.
41721,That ,That was only a year ago.
41722,That Tom ,That was what Tom wanted.
41723,That ,That wasn't my intention.
41725,That ,That's a beautiful dress.
41726,That ,That's a beautiful story.
41727,That ,That's a famous mountain.
41728,That ,That's a pretty necklace.
41729,That ,That's a really ugly dog.
41730,That ,That's a ridiculous idea.
41731,That ,That's a strange problem.
41732,That ,That's a stupid question.
41733,That ,That's a stupid question.
41734,That ,That's a very old saying.
41735,That ,That's absolute nonsense!
41736,That ,That's absolute nonsense!
41737,That ,That's absolute nonsense!
41738,That I ,That's all I have to say.
41739,That I ,That's all I want to say.
41740,That ,That's an excellent wine.
41741,That ,That's an obsolete model.
41742,That ,That's hardly believable.
41743,That ,That's hardly believable.
41744,That ,That's him at the window.
41745,That ,That's my favorite chair.
41746,That ,That's my favorite chair.
41747,That ,That's not going to help.
41748,That ,That's pretty impressive.
41749,That ,That's probably not good.
41750,That ,That's really disgusting.
41751,That ,That's really impressive.
41752,That I ,That's the way I like it.
41753,That ,That's very sweet of you.
41754,That I ,That's what I don't know.
41755,That we ,That's why we must fight.
41757,airbag ,The airbag saved my life.
41758,apples ,The apples are delicious.
41759,arrow ,The arrow hit the target.
41760,babies ,The babies are screaming.
41761,baby ,The baby cannot walk yet.
41762,baby ,The baby cried all night.
41763,baby ,The baby cried all night.
41764,baby ,The baby has a cute face.
41765,baby ,The baby is able to walk.
41766,best ,The best was yet to come.
41767,blade ,The blade was very sharp.
41768,blood ,The blood was bright red.
41769,boy ,The boy adjusted his cap.
41770,boy ,The boy can count to ten.
41771,boy ,The boy fell off the bed.
41772,bread ,The bread's on the table.
41773,bus ,The bus has already gone.
41774,bus ,The bus has already gone.
41775,bus ,The bus was totally full.
41776,car ,The car has a new engine.
41777,car ,The car is in the garage.
41778,cart ,The cart was in the shed.
41779,cat ,The cat is in its basket.
41780,cat ,The cat sat on the table.
41782,class ,The class begins at 8:30.
41783,climate ,The climate here is mild.
41784,air ,The cold air revived Tom.
41785,council ,The council agreed on it.
41786,crowd ,The crowd surged forward.
41787,danger ,The danger of war passed.
41790,doctor ,The doctor took my pulse.
41791,doctor ,The doctor took my pulse.
41792,dog ,The dog fetched the ball.
41793,house ,The dog house is outside.
41794,dog ,The dog ran away from us.
41797,door ,The door remained closed.
41798,effect ,The effect was immediate.
41799,fish ,The fish wants to escape.
41800,food ,The food is getting cold.
41801,food ,The food looks delicious.
41802,food ,The food's not ready yet.
41803,forest ,The forest is very thick.
41804,girl ,The girl hugged her doll.
41805,girls ,The girls began to laugh.
41806,girls ,The girls began to laugh.
41807,governor ,The governor was furious.
41808,house ,The house is on the hill.
41809,cream ,The ice cream is melting.
41810,kitten ,The kitten slept soundly.
41811,lady ,The lady remained silent.
41812,one ,The last one is the best.
41813,one ,The last one is the best.
41815,maid ,The maid gave up her job.
41816,man ,The man committed murder.
41817,man ,The man shoved her aside.
41820,men ,The men are eating lunch.
41821,milk ,The milk has a bad taste.
41822,money ,The money is in the well.
41823,monks ,The monks are meditating.
41824,moon ,The moon is nice tonight.
41825,museum ,The museum is closed now.
41826,plan ,The new plan worked well.
41827,news ,The news broke her heart.
41828,news ,The news broke her heart.
41829,night ,The night is still young.
41830,night ,The night is still young.
41831,noise ,The noise was a nuisance.
41832,nurse ,The nurse gave me a shot.
41833,nurses ,The nurses are very nice.
41834,orchestra ,The orchestra is playing.
41835,lot ,The parking lot is empty.
41836,patient ,The patient has no pulse.
41837,plan ,The plan did not succeed.
41839,play ,The play begins at 2 p.m.
41840,policeman ,The policeman is on duty.
41841,girl ,The poor girl went blind.
41842,printer ,The printer doesn't work.
41843,puppy ,The puppy wants to sleep.
41844,question ,The question is what for.
41846,rain ,The rain already stopped.
41847,rain ,The rain stopped at last.
41848,results ,The results were amazing.
41849,room ,The room has two windows.
41850,room ,The room has two windows.
41851,server ,The server is down again.
41853,shop ,The shop closes at seven.
41854,shop ,The shop is closed today.
41855,show ,The show was interesting.
41857,situation ,The situation grew worse.
41858,sky ,The sky is full of stars.
41859,sky ,The sky's getting darker.
41860,smell ,The smell was unbearable.
41861,snow ,The snow has disappeared.
41862,snow ,The snow is melting away.
41863,soup ,The soup is terribly hot.
41864,soup ,The soup needs more salt.
41866,structure ,The structure isn't safe.
41867,sun ,The sun is about to sink.
41868,sun ,The sun sets in the west.
41869,sun ,The sun was about to set.
41870,sun ,The sun was about to set.
41871,telephone ,The telephone is ringing.
41872,telephone ,The telephone is ringing.
41873,toilet ,The toilet doesn't flush.
41874,toilet ,The toilet doesn't flush.
41875,toilet ,The toilet doesn't flush.
41876,toilet ,The toilet doesn't flush.
41877,toilet ,The toilet is over there.
41878,train ,The train got in on time.
41879,vacation ,The vacation is over now.
41880,war ,The war lasted two years.
41882,waves ,The waves are high today.
41883,weather ,The weather is beautiful.
41884,wheels ,The wheels got all muddy.
41886,wind ,The wind has calmed down.
41887,hunt ,The witch hunt has begun.
41888,world ,The world is a big place.
41889,worst ,The worst is yet to come.
41909,I ,There's something I want.
41910,books ,These books are very old.
41911,I ,These days I'm very busy.
41912,I ,These days I'm very busy.
41913,shoes ,These shoes belong to me.
41914,shoes ,These shoes belong to me.
41915,things ,These things aren't mine!
41916,trousers ,These trousers are dirty.
41917,They ,They achieved their goal.
41919,They ,They are as strong as us.
41920,They ,They are out of work now.
41921,They ,They are very big apples.
41922,They ,They are very kind to me.
41923,They ,They arrived at twilight.
41924,They ,They ate healthier foods.
41925,They ,They ate some enchiladas.
41926,They ,They ate up all the cake.
41927,They ,They attempted to escape.
41928,They ,They became man and wife.
41929,They ,They became very nervous.
41930,They ,They called him a coward.
41931,They ,They caught a bear alive.
41932,They him ,They caught him stealing.
41933,They him ,They consider him a hero.
41934,They ,They demanded higher pay.
41935,They ,They did not clap for us.
41936,They ,They did not clap for us.
41937,They ,They did the right thing.
41938,They ,They didn't say anything.
41939,They ,They didn't see anything.
41940,They ,They don't even know why.
41941,They ,They don't know me there.
41942,They ,They don't speak Spanish.
41943,They ,They don't talk about it.
41944,They ,They don't want Tom back.
41945,They ,They eat fish on Fridays.
41946,They ,They escaped from prison.
41947,They ,They finished their meal.
41948,They ,They found no such proof.
41949,They ,They had different ideas.
41950,They ,They had wonderful lives.
41951,They ,They have nothing to eat.
41952,They ,They have plenty of time.
41953,They ,They have taken her away.
41954,They ,They have three children.
41955,They ,They have twin daughters.
41956,They ,They haven't arrived yet.
41957,They ,They invaded the country.
41958,They ,They live in a big house.
41959,They ,They live in the suburbs.
41960,They ,They live two flights up.
41961,They ,They lost their property.
41962,They ,They met on a blind date.
41963,They ,They must really hate me.
41964,They ,They need food and water.
41965,They ,They paid customs duties.
41966,They ,They play together a lot.
41967,They he ,They say he is very rich.
41968,They ,They sell sporting goods.
41969,They ,They set out on a picnic.
41970,They ,They set to work at once.
41972,They ,They soon became friends.
41973,They ,They stayed up all night.
41974,They ,They translated the text.
41975,They ,They want to be with you.
41976,They ,They want to get married.
41977,They ,They went to New Zealand.
41978,They ,They went whale watching.
41979,They ,They were from Australia.
41980,They ,They were laughing at me.
41981,They ,They were spending money.
41983,They ,They wiped out the enemy.
41984,They ,They won't find you here.
41985,They ,They would call for help.
41986,They ,They would not surrender.
41987,They ,They wouldn't believe me.
41988,They ,They wouldn't believe me.
41989,They ,They'll never understand.
41990,They ,They'll take care of Tom.
41991,They ,They're average students.
41992,They ,They're going to the war.
41993,They ,They're playing together.
41994,They ,They're rather important.
41995,They ,They're right behind you.
41996,They ,They're right behind you.
41997,They ,They're very fond of him.
41998,Things ,Things are different now.
41999,Things ,Things are getting worse.
42000,Things ,Things are getting worse.
42001,Things ,Things are looking great.
42002,This ,This adds to my troubles.
42003,amount ,This amount includes tax.
42004,This ,This annoys me very much.
42005,article ,This article is for sale.
42006,baby ,This baby is 3 weeks old.
42007,book ,This book belongs to Tom.
42008,book ,This book belongs to you.
42009,book ,This book belongs to you.
42010,book ,This book belongs to you.
42011,book ,This book is about stars.
42012,car ,This car looks like mine.
42013,castle ,This castle is beautiful.
42014,clock ,This clock isn't working.
42015,cloth ,This cloth is very thick.
42017,diamond ,This diamond is not real.
42018,This ,This doesn't involve you.
42019,dog ,This dog is almost human.
42020,dog ,This dog is almost human.
42021,door ,This door would not open.
42022,dress ,This dress is a good buy.
42023,This ,This explains everything.
42024,fruit ,This fruit isn't for you.
42025,hat ,This hat suits me nicely.
42026,house ,This house has six rooms.
42027,This ,This is Uncle Tom's farm.
42028,This ,This is a dangerous road.
42029,This ,This is a dangerous road.
42030,This ,This is a dead-end alley.
42031,This ,This is a dead-end alley.
42032,This ,This is a duplicate copy.
42033,This ,This is a free newspaper.
42034,This ,This is a friend of mine.
42035,This ,This is a funny sentence.
42036,This ,This is a green notebook.
42037,This ,This is a mechanical toy.
42038,This ,This is a one-way street.
42039,This ,This is a serious matter.
42040,This ,This is a very tall tree.
42041,This ,This is a weird sentence.
42042,This I ,This is all I want to do.
42043,This he ,This is all he has to do.
42044,This ,This is as large as that.
42045,This ,This is bad for business.
42046,This ,This is driving me crazy.
42047,This ,This is for internal use.
42048,This ,This is going to be easy.
42049,This ,This is going to be easy.
42050,This we ,This is how we cook rice.
42051,This ,This is my email address.
42052,This ,This is not my specialty.
42053,This we ,This is not what we want.
42054,This ,This is private property.
42055,This ,This is such a sad story.
42056,This I ,This is the one I prefer.
42057,This I ,This is the one I prefer.
42058,This ,This is the worst of all.
42059,This ,This is the worst of all.
42060,This ,This is too easy for him.
42061,This ,This is very interesting.
42062,This ,This is very kind of you.
42063,This you ,This is what you must do.
42064,This you ,This is what you must do.
42065,This ,This is where I was born.
42066,This Tom ,This is where Tom worked.
42067,This ,This is your last chance.
42068,This ,This is your only chance.
42069,This ,This is your special day.
42070,land ,This land belongs to Tom.
42071,This ,This makes my blood boil.
42072,This ,This may not be possible.
42073,This ,This might not be enough.
42074,This ,This might not be enough.
42075,noise ,This noise is unbearable.
42076,orange ,This orange is delicious.
42077,piece ,This piece doesn't match.
42078,place ,This place is disgusting.
42079,play ,This play has three acts.
42080,question ,This question isn't easy.
42081,road ,This road is very narrow.
42082,shirt ,This shirt needs ironing.
42083,size ,This size doesn't fit me.
42084,song ,This song is a love song.
42085,song me ,This song makes me happy.
42086,song me ,This song makes me happy.
42088,stove ,This stove uses kerosene.
42089,stuff ,This stuff is disgusting.
42090,tire ,This tire needs some air.
42091,watch ,This watch is waterproof.
42092,Time ,Time flies like an arrow.
42093,Time ,Time passed very quickly.
42095,Today ,Today is a beautiful day.
42096,Today ,Today is not good for me.
42097,it ,"Today's Monday, isn't it?"
42098,Tokyo ,Tokyo is a very big city.
42099,Tom ,Tom abuses his authority.
42100,Tom ,Tom always does his best.
42101,Tom ,Tom always speaks French.
42102,Tom ,Tom and I have big plans.
42103,Tom ,Tom and Mary are cousins.
42104,Tom ,Tom and Mary are dancing.
42105,Tom ,Tom answered my question.
42106,Tom ,Tom apologized on Monday.
42107,Tom ,Tom arrived at the hotel.
42108,Tom ,Tom arrived home at 2:30.
42109,Tom ,Tom arrived this morning.
42110,Tom ,Tom asked for a discount.
42111,Tom ,Tom asked for directions.
42112,Tom ,Tom asked for some money.
42113,Tom ,Tom attended the wedding.
42114,Tom ,Tom avenged Mary's death.
42115,Tom ,Tom avoided the question.
42116,Tom ,Tom began to tickle Mary.
42117,Tom ,Tom bet $300 on the game.
42118,Tom ,Tom bet $300 on the race.
42119,Tom ,Tom bought Mary a camera.
42120,Tom ,Tom bought a used Toyota.
42121,Tom ,Tom bowed to his teacher.
42122,Tom ,Tom broke down and cried.
42123,Tom ,Tom buttoned up his coat.
42124,Tom ,Tom buttoned up his coat.
42125,Tom ,Tom called Mary a coward.
42126,Tom ,Tom called Mary an idiot.
42127,Tom ,Tom called a taxi for me.
42128,Tom Mary ,Tom came after Mary left.
42129,Tom ,Tom came here by himself.
42130,Tom ,Tom came here on his own.
42132,Tom ,Tom can sleep in my room.
42133,Tom ,Tom can sleep in my room.
42134,Tom ,Tom can sleep in my room.
42135,Tom ,Tom can sleep in my room.
42136,Tom ,Tom can sleep in my room.
42137,Tom ,Tom can swim like a fish.
42138,Tom ,Tom can't find his shoes.
42139,Tom ,Tom can't find his watch.
42140,Tom ,Tom catches colds easily.
42141,Tom he ,Tom claimed he saw a UFO.
42142,Tom ,Tom comes here every day.
42144,Tom ,Tom cried all night long.
42145,Tom ,Tom crouched beside Mary.
42146,Tom ,Tom crouched beside Mary.
42147,Tom ,Tom cut the pear in half.
42148,Tom ,Tom decided to study law.
42149,Tom ,Tom decided to study law.
42150,Tom ,Tom deserves a promotion.
42151,Tom ,Tom did an excellent job.
42152,Tom you ,Tom did as you suggested.
42153,Tom ,Tom did his own research.
42154,Tom ,Tom did okay on the test.
42155,Tom ,Tom did outstanding work.
42156,Tom ,Tom didn't cry that much.
42157,Tom ,Tom didn't do that right.
42158,Tom ,Tom didn't do the dishes.
42159,Tom ,Tom didn't feel anything.
42160,Tom ,Tom didn't get it either.
42161,Tom ,Tom didn't go far enough.
42162,Tom ,Tom didn't have a pencil.
42163,Tom ,Tom didn't know anything.
42164,Tom it ,Tom didn't make it clear.
42165,Tom ,Tom didn't mean any harm.
42166,Tom ,Tom didn't need any help.
42167,Tom ,Tom didn't tell everyone.
42168,Tom ,Tom didn't want anything.
42169,Tom ,Tom didn't want to do it.
42170,Tom ,Tom died a long time ago.
42171,Tom ,Tom died around midnight.
42172,Tom ,Tom died at an early age.
42173,Tom ,Tom died for his country.
42174,Tom ,Tom died in his thirties.
42175,Tom ,Tom died in the hospital.
42176,Tom ,Tom died without an heir.
42177,Tom ,Tom discovered the truth.
42178,Tom ,Tom doesn't drink coffee.
42179,Tom ,Tom doesn't drink coffee.
42180,Tom ,Tom doesn't eat any meat.
42181,Tom ,Tom doesn't eat red meat.
42182,Tom ,Tom doesn't get up early.
42183,Tom ,Tom doesn't have a fever.
42184,Tom ,Tom doesn't know my name.
42185,Tom ,Tom doesn't listen to me.
42186,Tom ,Tom doesn't look his age.
42187,Tom ,Tom doesn't look so good.
42188,Tom ,Tom doesn't need glasses.
42189,Tom ,Tom doesn't need to know.
42190,Tom ,Tom doesn't respect Mary.
42191,Tom ,Tom doesn't speak French.
42192,Tom ,Tom doesn't trust anyone.
42193,Tom ,Tom doesn't use steroids.
42194,Tom ,Tom doesn't use steroids.
42195,Tom ,Tom doesn't want my help.
42196,Tom ,Tom doesn't want to stop.
42197,Tom ,Tom doesn't work anymore.
42198,Tom ,Tom drove to Mary's home.
42199,Tom ,Tom enjoys the fresh air.
42200,Tom ,Tom enlisted in the Army.
42201,Tom ,Tom eventually confessed.
42202,Tom ,Tom feels sorry for Mary.
42203,Tom ,Tom fell asleep in class.
42204,Tom ,Tom fell down the stairs.
42205,Tom ,Tom fell off his bicycle.
42206,Tom ,Tom felt a little guilty.
42207,Tom ,Tom filled in the blanks.
