,subject,sentence
2363, תחנת ,"בעקבות ביטול הקווים הדרומיים נסגרה תחנת הרכבת תל אביב דרום
"
2365, אם  אני ,"האם מבחינתך אני יכול להחליף את תבנית העריכה בתבנית מחלוקת
"
2366, ערכים ,"הגדרה תאורטית מסובכת מאוד ולכן כאמור נמחקו הערכים הנ""ל
"
2367, מנגנון ,"המנגנון מיועד בעיקר לזהות משחיתים אנונימים או משתמשים חדשים
"
2369, מקורו  נוהל ,"הצבעות מחיקה הן חריג שמקורו בכלל מפורש ישנו נוהל להצבעות
"
2370, עדויות ,"יש מעט מאוד עדויות ארכאולוגיות מהתקופה המוסלמית הקדומה בעיר דוד
"
2371, פוליטיקאים  או ,"כמה פוליטיקאים קיימים בישראל או בעולם שאינם שנויים במחלוקת
"
2374, פגמים ,"לטענתו יש מספר פגמים במערכת קבלת ההחלטות בוויקיפדיה
"
2375, מאפיינים ,"מאפיינים רבים של שיטת המשפט הישראלית לעתיד נקבעו בתקופה זו
"
2376, מיזמי  מקום ,"מיזמי ויקיפדיה אתרי המורשת העולמית הוא המקום הנכון להיות בו
"
2377, מקורה ,"מקורה בויקיפדיה האנגלית אתה מוזמן למחוק או מוזמן לעדכן כרצונך
"
2378, אחריות ,"על החטיבה החדשה הוטלה האחריות למרחב הגליל העליון המזרחי
"
2380, שיטות ,"שיטות ההתערבות מתייחסות לרמת הפרט המשפחה הקבוצה והקהילה
"
2381, תרגומים ,"תרגומים חילוניים או מדעיים של הקוראן נעשו כבר בימי הביניים
"
2382, אתה  מישהו ,"אתה פשוט ביקשת בביקורת עמיתים שמישהו שמבין בכלכלה יתן הערות
"
2383, עיר ,"בתקופה זו גדלה העיר והפכה לאחת הערים הגדולות באירופה המערבית
"
2384, יהודי ,"היהודי המסורתי נתפס לרוב מתוך קנה המידה של היהדות האורתודוקסית
"
2386, כתיבה ,"מטבע הדברים הכתיבה משפרת את יכולת הניסוח סינון המידע ועוד
"
2387, ו ,"מעמדות חברתיים בראש הפירמידה של האימפריה עמד הקיסר ואשתו
"
2388, קישורים  אתר ,"קישורים חיצוניים אתר העיריה בספרדית אתר התיירות של קסטרו ימין
"
2389, שכרו ,"שכרו הגבוה בשידור הציבורי עלה מעת לעת לדיון ציבורי בישראל
"
2392, כהן ,"הכהן הגדול השומרוני הוא הגבר המבוגר ביותר במשפחת הכהנים
"
2393, הסברים  מפורטים  מופיעים  לימוד ,"הסברים מפורטים מדי המופיעים בספרי הלימוד גם כן אינם מקובלים
"
2394, אתה ,"לגבי ההשוואה ללימודי צרפתית תלוי לאיזה צורך אתה לומד צרפתית
"
2395, נבחרת ,"נבחרת זמביה נחשבת לאחת הנבחרות המובילות בדרום יבשת אפריקה
"
2396, סגנונות ,"סגנונות עמודים אירופאים פירוט של חמשת הסדרים הקלאסיים העיקריים
"
2397, שיטת ,"שיטת ממשל זו מבוססת על שיטת וסטמינסטר של דמוקרטיה פרלמנטרית
"
2398, מנהיג ,"מנהיג המפלגה הגדולה ביותר שאינה בממשלה הופך למנהיג האופוזיציה
"
2399, ו ,"אוניברסיטת מדינת פנסילבניה ואוניברסיטת פרינסטון הגיעו לחצי הגמר
"
2400, ברנע ,"ברנע הנהיג בבית הספר תוכנית לשוויון בחינוך ותוכנית לחינוך ערכי
"
2401, דיון ,"אם לדעתך חלק מהדיון איננו ענייני התמקד בחלק היותר ענייני
"
2402, מעמד ,"בעקבות המהפכה התעשייתית הופיע באירופה מעמד חדש מעמד הפועלים
"
2403, היסטוריה ,"היסטוריה פרה היסטוריה קיימות עדויות להתיישבות בגליל כבר בתקופת האבן
"
2405, תוצאות  בחירות ,"תוצאות הבחירות הבחירות לא הביאו לשינוי כלשהו במפה הפוליטית הישראלית
"
2410, קובץ ,"את הרשיון חשוב לציין גם אצלנו אחרת הקובץ ימחק
"
2411, מידע ,"אולם גם מידע חסר חשיבות חייב למצוא עצמו בערך המתאים
"
2412, הוא  קיבוץ ,"הוא בן קיבוץ גבעת חיים אשר שירת כקצין צנחנים בצעירותו
"
2413, מי ,"להרחיב לקצץ לשנות מה שצריך ומי כמוך יידע לעשות זאת
"
2414, צורך ,"על האחרות אם מישהו ירצה למחוק יהיה צורך להצביע פרטני
"
2415, גופות ,"גופות השניים נמצאו במקום לצד תנור חימום מתוצרת איראן
"
2416, רייגן ,"לאחר לחץ ציבורי כבד נאלץ רייגן למנות ועדת חקירה
"
2419, רוב ,"במיוחד לאור המצב שרוב יוצאי עדות המזרח נולדו בארץ
"
2422, הצעה ,"ההצעה איננה מתייחסת לתקופות לחץ שבהן נתון המפעיל
"
2423, הם ,"הם בעצם לא ממש שייכים לחיפה מבחינת התפתחות הרחובות
"
2424, ספר ,"הספר נחשב על ידי מבקרים לאחד החשובים של פיצג'רלד
"
2425, עבודה ,"העבודה נעשית באמצעות מוסיקה ציורים חפצים אישיים ועוד
"
2427, כיבוש ,"כיבוש זה איפשר את מעבר השיירה שיצאה מעין המפרץ צפונה
"
2428, חשיבות ,"לא לכל צלם מקצועי בהווה או בעבר יש חשיבות אנציקלופדית
"
2429, חפירה ,"לאחר חפירה רבה בגוגל לא הצלחתי למצוא את הפרטים האלו
"
2431, מנגנון ,"לנו יש מנגנון כזה באופן חלקי באמצעות הצבעת מחיקה
"
2433, אוצרות ,"לקריאה נוספת אוצרות בחומה קישורים חיצוניים האתר הרשמי
"
2435, פולחן ,"סביב ציון הקבר של צדיקים מתפתח לעתים פולחן הערצה
"
2437, פירוק ,"פירוק כזה היה נחוץ לצורך הוכחת המשפט האחרון של פרמה
"
2440, קישורים ,"קישורים חיצוניים פרופיל השחקן באתר הרשמי של ברצלונה
"
2441, ויקיפדים  זה  פתיחת ,"אם ויקיפדים אחרים חושבים שזה כן מצדיק פתיחת ערך בבקשה
"
2442, אני ,"אני מבין כי במצב עריכה אין לאחרים אפשרות לבצע שינויים
"
2444, צדי ,"את המחזמר ביים צדי צרפתי וניהל מוזיקלית אלדד שרים
"
2445, מידע ,"באתר רוח הקודש לא נמצא מידע אנציקלופדי רלוונטי לתחום
"
2446, משפחתו ,"בגיל תשעה חודשים הוא ומשפחתו עלו ארצה תחילה למגדל העמק
"
2448, אחוז ,"במזרח התיכון יש אחוז גבוה של צעירים שאינם בגיל הצבעה
"
2450, אני ,"בציטוט פסוקים אני לא רואה צורך מיוחד בכתיבת השם המפורש
"
2451, מתיישבים ,"המתיישבים הצעירים שאפו להקים חיי חקלאות בארץ האבות
"
2452, זוהי ,"זוהי איננה המצבה היחידה של חייל אוסטרלי בארץ ישראל
"
2453, שכבות  הללו ,"יחדיו שתי השכבות הללו יוצרות מעטפת רציפה ללא הפרעות
"
2454, יו ר ,"כמו כן היה יו""ר העמותה להנצחת מורשת לוחמי חירות ישראל
"
2455, רעיון ,"לא הצלחתי לשפר את הניסוח וחבל למחוק כי הרעיון נכון
"
2457, ארגונים ,"לאחרונה החלו ארגונים בינלאומיים חזקים לשים קץ לתופעה
"
2458, אני  נתנאל ,"לחילופין אני בעד הצעת הביניים שהציע נתנאל כאן למטה
"
2459, למחוק ,"למחוק אותה יהיה לא נכון מבחינה אנציקלופדית וגם חסר טעם
"
2460, כנסיית ,"לציון ניצחון חשוב זה הו הקים כנסיית ואסילי הקדוש במוסקבה
"
2463, משרד ,"משרד הדתות אסר על היהודים למכור חפצי פולחן דתי נוצרים
"
2464, ערך ,"ערך מומלץ צריך להיות טוב מכל הבחינות כולל סימוכין ראויים
"
2465, ו ,"ציון המקור ממנו נלקחה התמונה ומצב זכויות היוצרים שלה
"
2466, קישורים  הוא ,"קישורים חיצוניים אתר החברה ערך זה הוא קצרמר בנושא כלכלה
"
2467, קישורים ,"קישורים חיצוניים תעשיות מלח לישראל בע""מ אתר החברה
"
2468, שאר ,"שאר המידע צריך להימצא כבר בגוף הערך וחבל על כפילויות
"
2469, תחום ,"תחום תפוצתו משתרע מדרום מזרח אסיה עד לצפון אוסטרליה
"
2470, ו ,"תצלום לוויין של אירופה צפון אפריקה והמזרח התיכון בלילה
"
2471, עולם ,"3 האם העולם המסחרי הוא מחוץ לתחום לגמרי בויקיפדיה
"
2473, אדוארד ,"אדוארד חש בושה עמוקה ויצא בראש צבא גדול למלחמה בסקוטלנד
"
2475, מצב ,"אולם המצב החינוכי במערכת הציבורית הייתה ירודה ביותר
"
2477, אני ,"אני לא חושב שצריך לרדת לרמת פירוט גבוהה במיוחד בפורטל
"
2478, אסף ,"אסף אין חשיבות אנציקלופדית לערך הסר את הבקשה בעצמך
"
2480, זוהי ,"בגלל שזוהי תקלה נפוצה צוות הטנק מוכשר לתקנה בתנאי קרב
"
2482, ביוגרפיה ,"ביוגרפיה תחילת דרכו בתחום הבידור הייתה בלהקת פיקוד צפון
"
2483, ציריך ,"בכך הפכה ציריך למרכז מערכת מסילות הרכבת בשווייץ כולה
"
2484, צמיחה ,"במהלך שני העשורים הבאים חלה באירופה צמיחה חסרת תקדים
"
2485, מנזר ,"במלחמת העצמאות שימש המנזר בית חולים של חטיבת הראל
"
2486, קיסרים ,"בנוסף לכך שני הקיסרים החליטו להצטרף לכוחות הלוחמים
"
2489, צבאות ,"בפועל היו למעשה שלושת הצבאות השונים עצמאיים לחלוטין
"
2490, דגמי ,"בתערוכה מוצגים דגמי המכוניות האחרונים שיצאו לשווקים
"
2491, דיון ,"דיון כתיבת ערך חלופי המלצה שימושית או תנאי מקדים למחיקה
"
2492, הוא ,"הוא תורגם לעברית על ידי אריה אוריאל ויצא בהוצאת כנרת
"
2494, הפקות ,"הפקות מוזיקליות וייס נולד בהונגריה ועלה ארצה בגיל צעיר
"
2495, קיצור ,"הקיצור מבחינת הויקיפדיה שום דבר לא השתנה לפחות לא לטובה
"
2496, שימוש ,"השימוש בתמונה מוגנת בזכויות יוצרים מותר בערך ספציפי יחיד
"
2497, וינסטון ,"וינסטון צ'רצ'יל מלחמת העולם השניה חלק שלישי הברית הגדולה
"
2498, יקיפד ,"ויקיפד חרוץ יוכל להכין מפה חופשית בעזרת אחת המפות שכאן
"
2499, זוהי ,"זוהי עבודה אקדמית הכוללת מחקר מקיף המציגה חידוש בתחום
"
2500, עוברת  להקה ,"חצי שנה עוברת הלהקה שקיבלה דחיית שירות מתכנסת מחדש
"
2504, זו ,"לדחוף קטגוריה ואז לדרוש מאחרים לתרגם את המידע זו חוצפה
"
2505, קטגוריה ,"לדעתי קטגוריה שמכילה רק ערך אחד בתוכה צריכה להימחק
"
2506, זכויות ,"נאלצתי למחוק תמונות רבות שהעלית עקב הפרת זכויות יוצרים
"
2509, חברי ,"על פי החלטה זאת חברי ועד ההנהלה חייבים להתגורר בארץ
"
2512, קישורים ,"קישורים חיצוניים צריכים להיות לאתרים אמינים ובעלי סמכא
"
2513, קישורים ,"קישורים חיצוניים ראו מדיה וקבצים בנושא תל ברוך בוויקישיתוף
"
2516, לשאול  יצירתי ,"שווה לשאול בדלפק היעוץ אולי מישהו יהיה יותר יצירתי ממני
"
2519, כללים ,"אם הכללים לא יהיו תואמים יווצר בלבול וחוסר אחידות לשונית
"
2520, אני ,"אני מתקשה למצוא זמן לכתוב ערכים שלמים ביחד עם העבודה
"
2521, אני  סבור ,"אני סבור שאין להשתמש בכלל בקישורים חיצוניים בתוך מאמר
"
2522, אנציקלופדיה ,"אנציקלופדיה חייבת לומר את האמת אתרי שקר לא חסרים לנו
"
2523, אנשי  תשובה ,"אפשר לדעתי לכתוב שרוב אנשי המקצוע סבורים כי התשובה שלילית
"
2525, שימוש ,"אתה מומחה לקולנוע שיש באפשרותך להגיד כי השימוש יוצא דופן
"
2527, בחירות  מועמד ,"באותן בחירות זכה מועמד המפלגה הרפובליקנית ריצ'רד ניקסון
"
2529, אזרח  צרפת ,"בהיותו של שליט גם אזרח צרפתי ניהלה צרפת חזית דיפלומטית
"
2533, אנשים ,"בנוסף ישנם אנשים המתנגדים לכל שירות צבאי של בעל חיים
"
2534, בנם  פרופסור ,"בנם ג'ורג' פישר הינו פרופסור למדע המדינה באוניברסיטת קורנל
"
2535, צורך ,"בשל ריבוי חוקי הבסיס האפשריים אין צורך להשתמש בכולם
"
2536, סימן  היכר ,"בתחילה סימן ההיכר שלהם היה צבע אדום וכיום בצבעים שונים
"
2537, ג  עריכות ,"ג לא ברור כיצד כן נספרות עריכות שנמחקו לבקשת המשתמש
"
2538, מניעים  הם ,"גם לימין הקיצוני יש מניעים וגם הם זרמים שפעלו בציונות
"
2539, דפי  אנשים ,"דפי משתמש שאנשים יוצרים במטרה זו נמחקים מחיקה מהירה
"
2540, ויקיפדיה ,"האם ויקיפדיה עשויה לחזות מראש את תוצאות הבחירות באמריקה
"
2541, דברים  הם ,"הדברים ניתנים להוכחה והם מהווים חלק בלתי נפרד מחייו
"
2542, הוא ,"הוא זכה בפרס פליקס מנדלסון ובעוד חמישה פרסים חשובים אחריו
"
2543, כתיבה ,"הכתיבה חייבת לקחת בחשבון גם קורא שאינו יודע במה מדובר
"
2544, מומחים  חלוקים  זה ,"המומחים חלוקים בשאלה האם אתה זה הוא אכן קברות החשמונאים
"
2545, מחלוקת ,"המחלוקת הגיעה לשיאה עם שריפת כתבי הרמב""ם על ידי הנוצרים
"
2546, נשמה ,"הנשמה אינה ניתנת להגדרה מדעית ולפיכך היא מחוץ למשחק
"
2547, סדרה ,"הסדרה שודרה מספר פעמים על ידי הערוץ הראשון בשידור חוזר
"
2548, הסוציאל ,"הסוציאל דמוקרטים היו היחידים מבין חברי הבית שהתנגדו
"
2549, סטנדרטים ,"הסטנדרטים שציינתי תקפים כמובן לכולם שמאל ימין ואחרים
"
2550, סכסוך ,"הסכסוך התפתח למלחמת אזרחים שנמשכה עוד כשנה וחצי
"
2551, זה ,"העליתי הערה צדדית וזה היה מיותר כי צריך להתרכז בעיקר
"
2552, תנ ך  נוספו ,"הרי מאז התנ""ך נוספו מילים חדשות בהם היו צריכים להשתמש
"
2553, הרכב ,"הרכב המועצה מבטיח מראש חלוקה בין האזורים השונים בעולם
"
2554, משחק ,"ובנוסף אם תשים לב צילמתי את המגרש בעת משחק כדורגל
"
2555, ויקיפדיה  ו  אחד ,"ויקיפדיה היא פרויקט קבוצתי וכל אחד מתבקש לתרום כפי יכולתו
"
2557, זרם ,"זרם נוסף נבדל התפתח במדינת לואיזיאנה שבארצות הברית
"
2559, דיון ,"כמובן שלפני הפרסום בפורומים חיצוניים יהיה דיון במזנון
"
2562, הגיעה  פעילותו ,"לאחרונה הגיעה פעילותו לשיא בו ביצע מאות עריכות בערכי הסמים
"
2563, חג ,"לפיכך חג הפסחא נחוג תמיד ביום ראשון בשבוע בתחילת האביב
"
2564, גורי ,"לפני כן שוחררו גורי דובים אמיתיים באצטדיון האוניברסיטה
"
2566, חובה ,"לתבנית הבהרת חשיבות מטרות אחרות אין חובה כגון זו שציינת
"
2567, מדינה ,"מאז קום המדינה היו מבני התחנה שנותרו חלק ממחנה צבאי
"
2569, הגדרה ,"מסכים חוץ מזה שההגדרה בפתיח כלל לא מתאימה להמשך הערך
"
2570, מקסימום ,"מקסימום היא יכולה לעורר לחפש פרטים במקורות רציניים יותר
"
2571, משתמש ,"משתמש אריקל נכון אבל לפעמים עדיף להיות חכם מאשר צודק
"
2573, ניסוח ,"ניסוח אחר שיתכן מבחינתי הוא אפילו חומש בתוספת התאריך
"
2574, מישהו ,"נניח ומישהו ירצה למחוק ערך מסוים כי לדעתו איננו מתאים
"
2576, ו ,"סנט קיטס ונוויס קצרמר חסר תוכן פרט לתבנית המדינות הקבועה
"
2578, מלחמה  קרון ,"עם פרוץ המלחמה הצטרף קרון למחלקת המודיעין באגף המטה
"
2579, עמוד ,"עמוד זה מכיל את רשימת הערכים חסרי התמונות בקטגוריה צבא
"
2581, קולינס ,"קולינס נרצח על רקע פוליטי במהלך מלחמת האזרחים האירית
"
2582, גרסה  הוא ,"קיימת גם גרסה שהוא הוצא להורג בהתאם לפקודת פיוטר הגדול
"
2583, קישורים  אתר  הוא ,"קישורים חיצוניים אתר באנגלית ערך זה הוא קצרמר בנושא לבנון
"
2584, קישורים ,"קישורים חיצוניים האתר הרשמי של מפלגת המרכז הגרמנית
"
2585, ו  מדיה ,"קישורים חיצוניים ויקישיתוף מאגר קובצי תמונות ומדיה חופשיים
"
2586, אתרים ,"רוב האתרים אף מציעים תוספות שונות למשחק חלקן תמורת תשלום
"
2587, רון ,"רון ידידיה הוא פסנתרן ומלחין ישראלי הפועל בארצות הברית
"
2588, שלום  אתה ,"שלום דוד גם בעניין מלחמת לבנון השנייה אתה מצביע פעמיים
"
2590, חלקי ,"שני חלקי העיר ירושלים אוחדו בעקבות מלחמת ששת הימים
"
2591, אביה ,"אביה אלימלך הורוביץ היה מייסד מוזיאון בית אוסישקין בקיבוץ
"
2593, דברים ,"אולם דברים אלו אינם עומדים בסתירה לכל טעמי המצווה אחרים
"
2594, אופן ,"אופן בניית הערכים הזה הכרחי להתפתחות ופיתוח הויקיפדיה
"
2596, אתה  חסרים ,"אם אתה חושב שחסרים פרטים חשובים בפתיח אפשר להוסיף אותם
"
2600, אמצעים ,"אמצעים אלה הם סרט מגנטי קלטת דיסק קשיח תקליטור וכדומה
"
2601, ארמסטרונג ,"ארמסטרונג ניצח בארבעה קטעים בודדים בנוסף לניצחון הכללי
"
2602, אתה ,"אתה גם יכול לערוך פסקה ספציפית אם בחרת באפשרות המתאימה
"
2603, אתה ,"אתה יכול לתת לי דוגמה לערך פחות אנציקלופדי מזה בויקיפדיה
"
2605, עת  הנהלת ,"באותה עת למד הנהלת חשבונות בבית ספר פולני למסחר בעיר
"
2606, שנה  ייטס ,"באותה שנה עזב ייטס לתקופה ארוכה לארצות הברית למסע הרצאות
"
2607, נעשה  בית ,"באמצעות סמכות זו נעשה בית המשפט העליון גורם חקיקה נוסף
"
2609, תוכנית ,"בנוסף התוכנית כללה פיתוח של שני טילי שיגור חדשים לחלל
"
2611, בעלות ,"בעלות הברית לפני המתקפה על פרל הארבור מוצגות בצבע ירוק
"
2614, מלך ,"בשל החשש לעימות מזוין סירב המלך להכריז על משטר צבאי
"
2615, מלל ,"בשלב שני הוספתי מלל מהטקסט שכתבת בצורה יותר ויקיפדית
"
2616, מאבק ,"בתוך חבר הקבוצות התקיים מאבק פנימי ביחס אל הנוער העובד
"
2619, קטגוריה  היא ,"בתחתית הדף מופיעה הקטגוריה באדום משום שהיא לא נוצרה עדיין
"
2620, מוסד ,"בתקופה האחרונה המוסד המשיך בפעילותו עד תחילת שנות החמישים
"
2621, גאוגרפיה  דרום ,"גאוגרפיה ימין סלובניה שוכנת בחלקה הדרום מזרחי של אירופה
"
2622, גלנוס ,"גלנוס נכנס לדיון מרצונו בתור בעל סמכות מתוקף היותו רוקח
"
2623, אינפלציה ,"גם בשנים שלאחר מכן הייתה האינפלציה נמוכה ואפילו שלילית
"
2624, האם ,"האם אפשר לפתוח הצבעה שלישית של להשאיר ולמחוק את השנים
"
2625, בורר ,"הבורר לבדו יפתח את הצבעת המחלוקת תוך תיאום בין הצדדים
"
2626, דרך  החלה ,"הדרך החלה בעבר הירדן המזרחית בעיר חשבון ראו להלן
"
2627, היסטוריה ,"ההיסטוריה של מערב אפריקה מתחלקת לחמש תקופות מרכזיות
"
2628, הוא ,"הוא הצליח לארגן מפגשים בין ועד הקהילה לבין הממשל הבריטי
"
2629, הישג ,"הישג עצום של טרינידד וטובגו הוא השמירה על המשטר הדמוקרטי
"
2630, כוונה ,"הכוונה היא לקיים התנהגות מאורגנת במצב של רגשות חזקים
"
2631, מבורג ,"המבורג היא העיר השישית בגודלה באיחוד האירופי מבחינת אוכלוסייה
"
2632, ערכים ,"המון ערכים חשובים בתחום עדיין חסרים רבים אחרים במצב רע
"
2633, משחק ,"המשחק אפשר לשחקן לשמש כמנהיג שבט או תרבות היסטוריים
"
2634, משחק ,"המשחק מתרחש באוקיינוס השקט בעת מלחמת העולם השנייה
"
2635, סרט ,"הסרט לא נכשל מבחינה כלכלית וקיבל ביקורות חיוביות יחסית
"
2636, עולה ,"העולה החדש בקיבוץ בעת לימודיו באולפן קיבל שכר על עבודתו
"
2637, עולם ,"העולם הקלאסי מכוסה היטב בעברית ובצורה נהדרת באנגלית
"
2638, הערות ,"הערות תגובות וביקורת עניינית יתקבלו כולן בשמחה בדף שיחה זה
"
2639, ערך ,"הערך נראה כרגע כמו קורות חיים מקצועיים לצורך קבלת עבודה
"
2640, קומיקס ,"הקומיקס מספר על קבוצת גיבורי על החיים בישראל של ימינו
"
2642, תבנית  היא ,"התבנית הקודמת שימשה משתמש אחד ככל הנראה וגם היא נמחקה
"
2644, זה  הוא ,"זה אתר מקצועי של מעריצים והוא בדיוק בסטנדרטים של ויקיפדיה
"
2645, זה ,"זה בהתאם למדיניות החדשה של חסימה בגין שגיאות כתיב חמורות
"
2646, זה  שמירת ,"זה שמירת זכויות יוצרים מלאות עם היתר מיוחד לויקיפדיה העברית
"
2647, חלקו  ו ,"חלקו החיצוני של המגן מצופה נחושת וחלקו הפנימי עשוי פלדה
"
2648, ימין ,"ימין המאמצים להשיג מטוס שישמש את אצ""ל עולה לבסוף יפה
"
2649, דיונים ,"יש דיונים ברחבי ויקיפדיה שצריך להסב אליהם תשומת שלב
"
2650, אני ,"כיום אני מוסיף מאמרים חדשים בעיקר בתחומים המפורטים לעיל
"
2652, אנשים ,"כנראה שיש אנשים שצריכים לעיין בספרים כדי לדעת מה לעשות
"
2653, גז ,"לאחר חזרת המשפחה לביתם החלה גז לפעול לקידום הציונות
"
2654, שורת  חברות ,"לאחר מכן מילא שורת תפקידים פוליטיים ובהם חברות בסנאט
"
2655, ו ,"לאחר שחרורו למד פילוסופיה והיסטוריה באוניברסיטת תל אביב
"
2656, שנתיים  מחנה ,"לאחר שנתיים שוחרר מחנה הריכוז על ידי חיילים אמריקאים
"
2657, נמצאת  תחנת ,"ליד אזור התעשייה נמצאת תחנת הרכבת פתח תקווה קריית אריה
"
2658, כנופיית ,"למשל כנופיית נערים יכולה להפוך לקבוצת כדורגל ולהפך
"
2659, צבא ,"לעומת הצרפתים צבא בעלות הברית היה נתון לבעיות פיקוד קשות
"
2660, ערכים ,"לציין כי קיימים חמישה ערכים נוספים על נושא חלוקת המדליות
"
2661, אני  חושש  דברים  ערך ,"לצערי אני חושש שיש כמה דברים שהערך חייב להכיל ואינו
"
2662, משלחת ,"מאז משתתפת המשלחת ההודית באופן קבוע במשחקי הקיץ
"
2663, חשיבות ,"מאז עלתה חשיבות ההיבט הרב צדדי של היחסים הבינלאומיים
"
2666, ערכים  רוברט ,"מחר אשתדל להשלים הערכים שהתחלתי רוברט שומן גוטפריד בן
"
2667, מידע ,"מידע רב בנושא תוכלו למצוא בהיסטוריה של חיל ההנדסה הישראלי
"
2668, מקור  ו  תמונה ,"מכיוון שהמקור הוא ויקפדיה אחרת הרי התמונה היא ברישיון חופשי
"
2669, מניעת  חרדי ,"מניעת הציבור הדתי חרדי משימוש נוח בויקיפדיה הוא פגיעה כפולה
"
2672, ספרים ,"ספרים נוספים שכתב בתקופה מאוחרת יותר זכו לתשומת לב פחותה
"
2673, הם ,"עבור יישומים פשוטים כמו משחקי מחשב הם מספקים אקראיות סבירה
"
2675, תחרות ,"על פיו נערכה תחרות אחת לשנה כנראה בסביבות חודש ספטמבר
"
2676, עצמים ,"עצמים המבוססים על מנוע חמושים בראש קרב המכיל חומרי נפץ
"
2677, פרס ,"פרס הביא את רבין בסוד העניין ולבסוף הגיעו הצדדים להסכם
"
2680, רז ,"רז שימש כראש החוג ללימודי מזרח אסיה באוניברסיטת תל אביב
"
2681, צה ל ,"רק לקראת סוף המלחמה הצליח צה""ל להדוף את ההתקפה המצרית
"
2682, תוצאות ,"תוצאות דומות נראו גם בניסוי דומה שנערך על מתנדבים אנושיים
"
2683, ניסיונו ,"תורם לכך ניסיונו בתרגום שנותן גיבוי מקצועי לחוות הדעת שלו
"
2684, תחנות ,"תחנות רדיו אמריקאיות נהגו להשמיע את שני השירים ברצף
"
2685, תמונות ,"תמונות חופשיות אני ממליץ לך להעלות לוויקישיתוף משם לא יימחקו
"
2687, הבאת ,"אבל הבאת נימוקים רק נגד פוגעת בעקרון הנייטרליות באופן חד
"
2688, דיון  ניסן ,"אגב אנחנו מקיימים דיון מעמיק על מקור התאריך כ""ז ניסן
"
2690, אתה ,"אגב על פניות שאתה מקבל בשיחת המשתמש שלך עונים אצלך
"
2691, אישור ,"אישור הגירסה צריך להיות כולל כמובן בדיקה של העובדות הבסיסיות
"
2692, מפלגת ,"אם התכוונתם למשמעות אחרת ראו מפלגת המרכז פירושונים
"
2694, אם ,"אם כך האם המדינה היהודית נותנת שוויון זכויות לכל אזרחיה
"
2696, ארתור ,"ארתור רופין נתמנה למנהל מחלקה זו בארגון הסוכנות היהודית
"
2697, דין ,"ב קרן ויקימדיה יושבת בפלורידה ועליה חל רק הדין האמריקאי
"
2698, חלקה ,"בכך מסתיים חלקה הראשון של פרשת הציווי על הקמת המשכן
"
2699, שאר ,"בנתיים השאר את הערך בצורתו הנוכחית יוד כפולה בבקשה ממך
"
2700, תרגום ,"בעוד שהתרגום נוקט לשון זכר הרישיון מופנה כמובן גם לנשים
"
2701, נמצא  שדה  דובר ,"בעיר נמצא שדה התעופה הצבאי דובר המעסיק רבים מתושבי העיר
"
2702, סנה ,"בעקבות זאת התפטר סנה מתפקיד ראש המפקדה הארצית של ההגנה
"
2703, תומכי ,"בצעד נגד הקימו תומכי האצולה את מפלגת השלטון הקיסרית
"
2705, עיר ,"גאוגרפיה העיר סיינט פול ממוקמת במזרח מרכז מדינת מינסוטה
"
2706, אזרחים ,"האזרחים הספרטנים שהיו בעלי הקרקע לא עסקו בעבודת כפיים
"
2707, איכות  דף ,"האיכות נפגעה אבל חשוב שהדף הזה יהיה זמין ופשוט במיוחד
"
2708, הפניות ,"ההפניות לערכים מורחבים בערך השואה שלום מדוע להוריד אותם
"
2709, הצלחה ,"ההצלחה באירוויזיון סייעה לקדם את הקריירה של דיון באירופה
"
2710, השפעה ,"ההשפעה לקראת הבחירות על כל פנים בהחלט קשורה לפרשת דרעי
"
2711, הוא ,"הוא משחק עד היום בקבוצה ונחשב עדיין לאחד הכוכבים הגדולים
"
2712, החלפתי  היא ,"החלפתי את קשר רדיו בשיטות תקשורת שהיא קטגוריה עליונה יותר
"
2713, יצורים ,"היצורים שאינם נראים אנושיים דיו להסתובב בחברה גרים בחווה
"
2715, עץ ,"העץ גדל גם באזורים יבשים יותר כגון ישראל ודרום קליפורניה
"
2716, ערך  הוא ,"הערך שיצרת אינו תואם להגדרה של ערך אנציקלופדי הוא ימחק
"
2718, זה ,"זה חשוב מאוד למצוא את הכלים המתאימים להתמודדות עם העתקות
"
2719, זהירות  נדרשת ,"זהירות רבה נדרשת ביצירת פורטלים חדשים לא תמיד מסוגלים לה
"
2720, זו  פלישה ,"זו הייתה הפלישה הראשונה לשטח בריטי מאז מלחמת העולם השניה
"
2721, חורין  רצה ,"חורין רצה לבסס את השינויים על התלמוד בעזרת סנהדרין חדשה
"
2723, ו  היא  אוכלוסייה ,"ייתכן והיא המדינה שבה חייה האוכלוסייה הנוצרית הגדולה בעולם
"
2724, ערך  או ,"ייתכן שלדעתך הערך אינו ראוי מבחינת כתיבה או שאינו ברור
"
2725, לנו ,"יש לנו מעט מאוד ויקיפדים ולכן תחזוקת הפורטלים לוקה בחסר
"
2726, ו ,"לא הכל שחור ולבן ויש תקופת המתנה ומעבר בין טכנולוגיות
"
2728, משחק ,"לאחר מכן למדה משחק בחוג לתיאטרון של אוניברסיטת תל אביב
"
2731, לוחות ,"לוחות דומים מאוד נהגו גם בבל בקרב הערבים ובמקומות נוספים
"
2732, מוויקיפדיה  הוא ,"לכן היום תרגמתי מוויקיפדיה באנגלית את הערך שהוא מומלץ שם
"
